tab 	samples
azimuth	citations	criteria	description	dip	dir_dec	dir_inc	dir_n_specimens	dir_n_specimens_lines	dir_n_specimens_planes	dir_nrm_origin	dir_polarity	dir_tilt_correction	geologic_classes	geologic_types	int_abs	int_abs_sigma	int_abs_sigma_perc	int_n_specimens	lat	lithologies	lon	method_codes	orientation_quality	result_quality	sample	site	specimens
336.5	This study			-80									Igneous:Extrusive	Lava Flow					42.60264	Basalt	245.602	FS-FD:SO-POM:SO-SUN	g		sr02k	sr02	
8.3	This study			-85									Igneous:Extrusive	Lava Flow					42.60352	Basalt	245.599	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sr03a	sr03	
	This study	DE-SPEC	sample direction.		146.5	-54.2	1	1	0	p	n	0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-T		g	sr03a	sr03	sr03a1
2.2	This study			-91									Igneous:Extrusive	Lava Flow					42.60352	Basalt	245.599	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sr03b	sr03	
359.8	This study			-88									Igneous:Extrusive	Lava Flow					42.60352	Basalt	245.599	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sr03c	sr03	
	This study	DE-SPEC	sample direction.		159.8	-60.3	1	1	0	p	n	0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-T		g	sr03c	sr03	sr03c1
18.5	This study			-87									Igneous:Extrusive	Lava Flow					42.60352	Basalt	245.599	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sr03d	sr03	
2.4	This study			-83									Igneous:Extrusive	Lava Flow					42.60352	Basalt	245.599	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sr03e	sr03	
	This study	DE-SPEC	sample direction.		150.9	-61.2	1	1	0	p	n	0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-T		g	sr03e	sr03	sr03e1
12.1	This study			-55									Igneous:Extrusive	Lava Flow					42.60352	Basalt	245.599	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sr03f	sr03	
	This study	DE-SPEC	sample direction.		147.2	-55.8	1	1	0	p	n	0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF		g	sr03f	sr03	sr03f1
348.1	This study			-84									Igneous:Extrusive	Lava Flow					42.60352	Basalt	245.599	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sr03g	sr03	
	This study	DE-SPEC	sample direction.		147.2	-57.3	1	1	0	p	n	0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-T		g	sr03g	sr03	sr03g1
28.4	This study			-88									Igneous:Extrusive	Lava Flow					42.60352	Basalt	245.599	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sr03h	sr03	
	This study	DE-SPEC	sample direction.		152.1	-57	1	1	0	p	n	0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF		g	sr03h	sr03	sr03h2
26.7	This study			-89									Igneous:Extrusive	Lava Flow					42.60352	Basalt	245.599	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sr03i	sr03	
310.5	This study			-92									Igneous:Extrusive	Lava Flow					42.60352	Basalt	245.599	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sr03j	sr03	
336.5	This study			-80									Igneous:Extrusive	Lava Flow					42.60352	Basalt	245.599	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sr03k	sr03	
	This study	DE-SPEC	sample direction.		159.8	-55.8	1	1	0	p	n	0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF		g	sr03k	sr03	sr03k1
313.4	This study			-98									Igneous:Extrusive	Lava Flow					42.60104	Basalt	245.596	FS-FD:SO-POM:SO-SUN	g		sr04a	sr04	
316.4	This study			-70									Igneous:Extrusive	Lava Flow					42.60104	Basalt	245.596	FS-FD:SO-POM:SO-SUN	g		sr04b	sr04	
165.2	This study			-78									Igneous:Extrusive	Lava Flow					42.60104	Basalt	245.596	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sr04c	sr04	
156.2	This study			-78									Igneous:Extrusive	Lava Flow					42.60104	Basalt	245.596	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sr04d	sr04	
	This study	DE-SPEC	sample direction.		10.8	55.9	1	1	0	p	n	0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-T		g	sr04d	sr04	sr04d2
194.2	This study			-57									Igneous:Extrusive	Lava Flow					42.60104	Basalt	245.596	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sr04e	sr04	
	This study	DE-SPEC	sample direction.		27.9	53.2	1	1	0	p	n	0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF		g	sr04e	sr04	sr04e1
195.2	This study			-80									Igneous:Extrusive	Lava Flow					42.60104	Basalt	245.596	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sr04f	sr04	
	This study	DE-SPEC	sample direction.		20.5	54.8	1	1	0	p	n	0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF		g	sr04f	sr04	sr04f2
319.2	This study			-89									Igneous:Extrusive	Lava Flow					42.60104	Basalt	245.596	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sr04g	sr04	
	This study	DE-SPEC	sample direction.		11.4	54.8	1	1	0	p	n	0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-T		g	sr04g	sr04	sr04g1
353.4	This study			-87									Igneous:Extrusive	Lava Flow					42.60104	Basalt	245.596	FS-FD:SO-POM:SO-SUN	g		sr04h	sr04	
	This study	DE-SPEC	sample direction.		11.5	53.2	1	1	0	p	n	0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	sr04h	sr04	sr04h3
98.6	This study			-83									Igneous:Extrusive	Lava Flow					42.60104	Basalt	245.596	FS-FD:SO-POM:SO-SUN	g		sr04i	sr04	
79.6	This study			-69									Igneous:Extrusive	Lava Flow					42.60104	Basalt	245.596	FS-FD:SO-POM:SO-SUN	g		sr04j	sr04	
125	This study			-106									Igneous:Extrusive	Lava Flow					42.73656	Basalt	245.165	FS-FD:SO-POM:SO-SUN	g		sr09a	sr09	
113.1	This study			-96									Igneous:Extrusive	Lava Flow					42.73656	Basalt	245.165	FS-FD:SO-POM:SO-SUN	g		sr09b	sr09	
	This study	DE-SPEC	sample direction.		18.3	81.7	1	1	0	p	n	0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF		g	sr09b	sr09	sr09b2
91.9	This study			-85									Igneous:Extrusive	Lava Flow					42.73656	Basalt	245.165	FS-FD:SO-POM:SO-SUN	g		sr09c	sr09	
	This study	DE-SPEC	sample direction.		13.5	76.5	1	1	0	p	n	0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	sr09c	sr09	sr09c3
110.6	This study			-89									Igneous:Extrusive	Lava Flow					42.73656	Basalt	245.165	FS-FD:SO-POM:SO-SUN	g		sr09d	sr09	
97	This study			-101									Igneous:Extrusive	Lava Flow					42.73656	Basalt	245.165	FS-FD:SO-POM:SO-SUN	g		sr09e	sr09	
	This study	DE-SPEC	sample direction.		5.4	75.4	1	1	0	p	n	0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF		g	sr09e	sr09	sr09e2
123.7	This study			-72									Igneous:Extrusive	Lava Flow					42.73656	Basalt	245.165	FS-FD:SO-POM:SO-SUN	g		sr09f	sr09	
	This study	DE-SPEC	sample direction.		22	75.9	1	1	0	p	n	0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF		g	sr09f	sr09	sr09f2
	This study		sample direction.		39	-16.5	1	0	1	p	n	0										DA-DIR-GEO:DE-BFP:SO-SUN:LP-DIR-T		g	sr09f	sr09	sr09f1
117.2	This study			-84									Igneous:Extrusive	Lava Flow					42.73656	Basalt	245.165	FS-FD:SO-POM:SO-SUN	g		sr09g	sr09	
	This study	DE-SPEC	sample direction.		5.6	81.2	1	1	0	p	n	0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	sr09g	sr09	sr09g1
117.6	This study			-54									Igneous:Extrusive	Lava Flow					42.73656	Basalt	245.165	FS-FD:SO-POM:SO-SUN	g		sr09h	sr09	
88.7	This study			-83									Igneous:Extrusive	Lava Flow					42.73656	Basalt	245.165	FS-FD:SO-POM:SO-SUN	g		sr09i	sr09	
	This study	DE-SPEC	sample direction.		10.9	81.2	1	1	0	p	n	0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	sr09i	sr09	sr09i1
94.2	This study			-84									Igneous:Extrusive	Lava Flow					42.73656	Basalt	245.165	FS-FD:SO-POM:SO-SUN	g		sr09j	sr09	
134.4	This study			-46									Igneous:Extrusive	Lava Flow					42.8418	Basalt	245.112	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sr11a	sr11	
	This study	DE-SPEC	sample direction.		340.5	74.1	1	1	0	p	n	0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF		g	sr11a	sr11	sr11a1
76.4	This study			-60									Igneous:Extrusive	Lava Flow					42.8418	Basalt	245.112	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sr11b	sr11	
	This study	DE-SPEC	sample direction.		354	70.3	1	1	0	p	n	0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF		g	sr11b	sr11	sr11b1
126.4	This study			-72									Igneous:Extrusive	Lava Flow					42.8418	Basalt	245.112	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sr11c	sr11	
	This study	DE-SPEC	sample direction.		342.7	69.4	1	1	0	p	n	0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF		g	sr11c	sr11	sr11c1
125.4	This study			-61									Igneous:Extrusive	Lava Flow					42.8418	Basalt	245.112	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sr11d	sr11	
125.4	This study			-80									Igneous:Extrusive	Lava Flow					42.8418	Basalt	245.112	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sr11e	sr11	
	This study	DE-SPEC	sample direction.		341.4	73.4	1	1	0	p	n	0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF		g	sr11e	sr11	sr11e2
84.4	This study			-84									Igneous:Extrusive	Lava Flow					42.8418	Basalt	245.112	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sr11f	sr11	
	This study		sample direction.		136.6	9.4	1	0	1	p	n	0										DA-DIR-GEO:DE-BFP:SO-CMD-NORTH:LP-DIR-T		g	sr11f	sr11	sr11f1
156.4	This study			-91									Igneous:Extrusive	Lava Flow					42.8418	Basalt	245.112	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sr11g	sr11	
	This study	DE-SPEC	sample direction.		345.4	77.1	1	1	0	p	n	0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF		g	sr11g	sr11	sr11g2
115.4	This study			-80									Igneous:Extrusive	Lava Flow					42.8418	Basalt	245.112	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sr11h	sr11	
124.4	This study			-92									Igneous:Extrusive	Lava Flow					42.8418	Basalt	245.112	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sr11i	sr11	
	This study		sample direction.		77.1	0.8	1	0	1	p	n	0										DA-DIR-GEO:DE-BFP:SO-CMD-NORTH:LP-DIR-AF		g	sr11i	sr11	sr11i1
106.4	This study			-90									Igneous:Extrusive	Lava Flow					42.8418	Basalt	245.112	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sr11j	sr11	
125.4	This study			-83									Igneous:Extrusive	Lava Flow					42.8657	Basalt	245.127	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sr12a	sr12	
	This study	DE-SPEC	sample direction.		15.4	46.8	1	1	0	p	n	0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-T		g	sr12a	sr12	sr12a3
121.4	This study			-85									Igneous:Extrusive	Lava Flow					42.8657	Basalt	245.127	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sr12b	sr12	
	This study	DE-SPEC	sample direction.		14.9	45	1	1	0	p	n	0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-T		g	sr12b	sr12	sr12b1
152.4	This study			-94									Igneous:Extrusive	Lava Flow					42.8657	Basalt	245.127	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sr12c	sr12	
	This study	DE-SPEC	sample direction.		16.2	47.9	1	1	0	p	n	0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF		g	sr12c	sr12	sr12c1
161.4	This study			-97									Igneous:Extrusive	Lava Flow					42.8657	Basalt	245.127	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sr12d	sr12	
151.4	This study			-84									Igneous:Extrusive	Lava Flow					42.8657	Basalt	245.127	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sr12e	sr12	
	This study	DE-SPEC	sample direction.		18.2	48.5	1	1	0	p	n	0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-T		g	sr12e	sr12	sr12e1
149.4	This study			-91									Igneous:Extrusive	Lava Flow					42.8657	Basalt	245.127	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sr12f	sr12	
156.4	This study			-56									Igneous:Extrusive	Lava Flow					42.8657	Basalt	245.127	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sr12g	sr12	
154.4	This study			-58									Igneous:Extrusive	Lava Flow					42.8657	Basalt	245.127	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sr12h	sr12	
	This study	DE-SPEC	sample direction.		12.5	35.9	1	1	0	p	n	0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF		g	sr12h	sr12	sr12h1
160.4	This study			-30									Igneous:Extrusive	Lava Flow					42.8657	Basalt	245.127	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sr12i	sr12	
174.4	This study			-42									Igneous:Extrusive	Lava Flow					42.8657	Basalt	245.127	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sr12j	sr12	
351	This study			-86									Igneous:Extrusive	Lava Flow					42.92031	Basalt	244.923	FS-FD:SO-POM:SO-SUN	g		sr16a	sr16	
	This study	DE-SPEC	sample direction.		339	60.6	1	1	0	p	n	0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	sr16a	sr16	sr16a1
9.5	This study			-84									Igneous:Extrusive	Lava Flow					42.92031	Basalt	244.923	FS-FD:SO-POM:SO-SUN	g		sr16b	sr16	
	This study	DE-SPEC	sample direction.		356.9	67.5	1	1	0	p	n	0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	sr16b	sr16	sr16b1
341.6	This study			-88									Igneous:Extrusive	Lava Flow					42.92031	Basalt	244.923	FS-FD:SO-POM:SO-SUN	g		sr16c	sr16	
	This study	DE-SPEC	sample direction.		332.9	65.6	1	1	0	p	n	0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	sr16c	sr16	sr16c1
1	This study			-59									Igneous:Extrusive	Lava Flow					42.92031	Basalt	244.923	FS-FD:SO-POM:SO-SUN	g		sr16d	sr16	
	This study	DE-SPEC	sample direction.		347	67.4	1	1	0	p	n	0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	sr16d	sr16	sr16d1
357	This study			-83									Igneous:Extrusive	Lava Flow					42.92031	Basalt	244.923	FS-FD:SO-POM:SO-SUN	g		sr16e	sr16	
	This study	DE-SPEC	sample direction.		7.7	65.3	1	1	0	p	n	0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF		g	sr16e	sr16	sr16e1
351.8	This study			-83									Igneous:Extrusive	Lava Flow					42.92031	Basalt	244.923	FS-FD:SO-POM:SO-SUN	g		sr16f	sr16	
	This study	DE-SPEC	sample direction.		342.2	65.5	1	1	0	p	n	0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	sr16f	sr16	sr16f1
329.5	This study			-40									Igneous:Extrusive	Lava Flow					42.92031	Basalt	244.923	FS-FD:SO-POM:SO-SUN	g		sr16g	sr16	
	This study	DE-SPEC	sample direction.		348.4	64.7	1	1	0	p	n	0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF		g	sr16g	sr16	sr16g2
3.5	This study			-84									Igneous:Extrusive	Lava Flow					42.92031	Basalt	244.923	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sr16h	sr16	
23.6	This study			-81									Igneous:Extrusive	Lava Flow					42.92031	Basalt	244.923	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sr16i	sr16	
311.3	This study			-79									Igneous:Extrusive	Lava Flow					42.92031	Basalt	244.923	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sr16j	sr16	
348.7	This study			-85									Igneous:Extrusive	Lava Flow					42.56857	Basalt	245.701	FS-FD:SO-POM:SO-SUN	g		sr19a	sr19	
	This study		sample direction.		71.9	-0.9	1	0	1	p	n	0										DA-DIR-GEO:DE-BFP:SO-SUN:LP-DIR-AF		g	sr19a	sr19	sr19a3
328.4	This study			-78									Igneous:Extrusive	Lava Flow					42.56857	Basalt	245.701	FS-FD:SO-POM:SO-SUN	g		sr19b	sr19	
	This study	DE-SPEC	sample direction.		169.6	-64	1	1	0	p	n	0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF		g	sr19b	sr19	sr19b3
319.2	This study			-94									Igneous:Extrusive	Lava Flow					42.56857	Basalt	245.701	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sr19c	sr19	
12.2	This study			-82									Igneous:Extrusive	Lava Flow					42.56857	Basalt	245.701	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sr19d	sr19	
11.1	This study			-80									Igneous:Extrusive	Lava Flow					42.56857	Basalt	245.701	FS-FD:SO-POM:SO-SUN	g		sr19e	sr19	
	This study	DE-SPEC	sample direction.		190.8	-34.8	1	1	0	p	n	0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	sr19e	sr19	sr19e2
7.5	This study			-94									Igneous:Extrusive	Lava Flow					42.56857	Basalt	245.701	FS-FD:SO-POM:SO-SUN	g		sr19f	sr19	
356	This study			-82									Igneous:Extrusive	Lava Flow					42.56857	Basalt	245.701	FS-FD:SO-POM:SO-SUN	g		sr19g	sr19	
346.2	This study			-92									Igneous:Extrusive	Lava Flow					42.56857	Basalt	245.701	FS-FD:SO-CMD-NORTH:SO-POM:SO-MAG	g		sr19h	sr19	
	This study	DE-SPEC	sample direction.		168.4	-65	1	1	0	p	n	0										DA-DIR-GEO:DE-BFL:SO-CMD-NORTH:LP-DIR-AF		g	sr19h	sr19	sr19h2
330.7	This study			-99									Igneous:Extrusive	Lava Flow					42.56857	Basalt	245.701	FS-FD:SO-POM:SO-SUN	g		sr19i	sr19	
356.3	This study			-80									Igneous:Extrusive	Lava Flow					42.56857	Basalt	245.701	FS-FD:SO-POM:SO-SUN	g		sr19j	sr19	
332	This study			-87									Igneous:Extrusive	Lava Flow					42.49964	Basalt	245.848	FS-FD:SO-POM:SO-SUN	g		sr20a	sr20	
33.8	This study			-96									Igneous:Extrusive	Lava Flow					42.49964	Basalt	245.848	FS-FD:SO-POM:SO-SUN	g		sr20b	sr20	
33.3	This study			-95									Igneous:Extrusive	Lava Flow					42.49964	Basalt	245.848	FS-FD:SO-POM:SO-SUN	g		sr20c	sr20	
	This study	DE-SPEC	sample direction.		339.1	56.2	1	1	0	p	n	0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	sr20c	sr20	sr20c1
30.3	This study			-100									Igneous:Extrusive	Lava Flow					42.49964	Basalt	245.848	FS-FD:SO-POM:SO-SUN	g		sr20d	sr20	
	This study	DE-SPEC	sample direction.		342	60.3	1	1	0	p	n	0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF		g	sr20d	sr20	sr20d2
107.3	This study			-98									Igneous:Extrusive	Lava Flow					42.49964	Basalt	245.848	FS-FD:SO-POM:SO-SUN	g		sr20e	sr20	
	This study	DE-SPEC	sample direction.		332	55.3	1	1	0	p	n	0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF		g	sr20e	sr20	sr20e1
47.5	This study			-60									Igneous:Extrusive	Lava Flow					42.49964	Basalt	245.848	FS-FD:SO-POM:SO-SUN	g		sr20f	sr20	
	This study	DE-SPEC	sample direction.		337.1	54	1	1	0	p	n	0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	sr20f	sr20	sr20f1
120.2	This study			-98									Igneous:Extrusive	Lava Flow					42.49964	Basalt	245.848	FS-FD:SO-POM:SO-SUN	g		sr20g	sr20	
	This study	DE-SPEC	sample direction.		340.1	60.1	1	1	0	p	n	0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	sr20g	sr20	sr20g1
52.9	This study			-95									Igneous:Extrusive	Lava Flow					42.49964	Basalt	245.848	FS-FD:SO-POM:SO-SUN	g		sr20h	sr20	
47.4	This study			-85									Igneous:Extrusive	Lava Flow					42.49964	Basalt	245.848	FS-FD:SO-POM:SO-SUN	g		sr20i	sr20	
	This study	DE-SPEC	sample direction.		330.4	31.9	1	1	0	p	n	0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-AF		g	sr20i	sr20	sr20i1
	This study	DE-SPEC	sample direction.		330.8	31.1	1	1	0	p	n	0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	sr20i	sr20	sr20i2
1.8	This study			-86									Igneous:Extrusive	Lava Flow					42.49964	Basalt	245.848	FS-FD:SO-POM:SO-SUN	g		sr20j	sr20	
	This study	DE-SPEC	sample direction.		328.3	57.4	1	1	0	p	n	0										DA-DIR-GEO:DE-BFL:SO-SUN:LP-DIR-T		g	sr20j	sr20	sr20j2
34.3	This study			-79									Igneous:Extrusive	Lava Flow					42.49962	Basalt	245.851	FS-FD:SO-POM:SO-SUN	g		sr21a	sr21	
37.6	This study			-79									Igneous:Extrusive	Lava Flow					42.49962	Basalt	245.851	FS-FD:SO-POM:SO-SUN	g		sr21b	sr21	
