tab	demag_orient
sample_name	sample_orientation_flag	mag_azimuth	field_dip	bedding_dip_direction	bedding_dip	shadow_angle	lat	long	date	hhmm	GPS_baseline	GPS_Az	magic_method_codes
mc162j	g						-77.701	162.69					
mc163a	g						-77.7	162.68					
mc163b	g						-77.7	162.68					
mc163c	g						-77.7	162.68					
mc163d	g						-77.7	162.68					
mc163e	g						-77.7	162.68					
mc163f	g						-77.7	162.68					
mc163g	g						-77.7	162.68					
mc163h	g						-77.7	162.68					
mc163i	g						-77.7	162.68					
mc163j	g						-77.7	162.68					
mc163k	g						-77.7	162.68					
mc164a	g						-77.514	169.33					
mc164b	g						-77.514	169.33					
mc164c	g						-77.514	169.33					
mc164d	g						-77.514	169.33					
mc164e	g						-77.514	169.33					
mc164f	g						-77.514	169.33					
mc164g	g						-77.514	169.33					
mc164h	g						-77.514	169.33					
mc164i	g						-77.514	169.33					
mc164j	g						-77.514	169.33					
mc164k	g						-77.514	169.33					
mc164l	g						-77.514	169.33					
mc165a	g						-77.513	169.332					
mc165b	g						-77.513	169.332					
mc165c	g						-77.513	169.332					
mc165d	g						-77.513	169.332					
mc165e	g						-77.513	169.332					
mc165f	g						-77.513	169.332					
mc165g	g						-77.513	169.332					
mc165h	g						-77.513	169.332					
mc165i	g						-77.513	169.332					
mc165j	g						-77.513	169.332					
mc166a	g						-77.849	166.67					
mc166b	g						-77.849	166.67					
mc166c	g						-77.849	166.67					
mc166d	g						-77.849	166.67					
mc166e	g						-77.849	166.67					
mc166f	g						-77.849	166.67					
mc166g	g						-77.849	166.67					
mc166h	g						-77.849	166.67					
mc166i	g						-77.849	166.67					
mc166j	g						-77.849	166.67					
mc166l	g						-77.849	166.67					
mc167a	g						-77.487	169.294					
mc167b	g						-77.487	169.294					
mc167c	g						-77.487	169.294					
mc167d	g						-77.487	169.294					
mc167e	g						-77.487	169.294					
mc167f	g						-77.487	169.294					
mc167g	g						-77.487	169.294					
mc167h	g						-77.487	169.294					
mc167i	g						-77.487	169.294					
mc167j	g						-77.487	169.294					
mc167k	g						-77.487	169.294					
mc168a	g						-77.488	169.292					
mc168b	g						-77.488	169.292					
mc168c	g						-77.488	169.292					
mc168d	g						-77.488	169.292					
mc168e	g						-77.488	169.292					
mc168f	g						-77.488	169.292					
mc168g	g						-77.488	169.292					
mc168h	g						-77.488	169.292					
mc168i	g						-77.488	169.292					
mc168j	g						-77.488	169.292					
mc168k	g						-77.488	169.292					
mc168l	g						-77.488	169.292					
mc169a	g						-77.491	169.28					
mc169b	g						-77.491	169.28					
mc169c	g						-77.491	169.28					
mc169d	g						-77.491	169.28					
mc169e	g						-77.491	169.28					
mc169f	g						-77.491	169.28					
mc169g	g						-77.491	169.28					
mc169h	g						-77.491	169.28					
mc169i	g						-77.491	169.28					
mc169j	g						-77.491	169.28					
mc16d	g						-77.51	169.38					
mc170a	g						-77.854	166.714					
mc170b	g						-77.854	166.714					
mc170c	g						-77.854	166.714					
mc170d	g						-77.854	166.714					
mc170e	g						-77.854	166.714					
mc170f	g						-77.854	166.714					
mc170g	g						-77.854	166.714					
mc170h	g						-77.854	166.714					
mc170i	g						-77.854	166.714					
mc170j	g						-77.854	166.714					
mc170k	g						-77.854	166.714					
mc19a	g						-77.86	165.23					
mc19b	g						-77.86	165.23					
mc19c	g						-77.86	165.23					
mc19d	g						-77.86	165.23					
mc19e	g						-77.86	165.23					
mc19f	g						-77.86	165.23					
mc19g	g						-77.86	165.23					
mc19h	g						-77.86	165.23					
mc200a	g						-77.54995	166.16148					
mc200b	g						-77.54995	166.16148					
mc200c	g						-77.54995	166.16148					
mc200d	g						-77.54995	166.16148					
mc200e	g						-77.54995	166.16148					
mc200f	g						-77.54995	166.16148					
mc200g	g						-77.54995	166.16148					
mc200h	g						-77.54995	166.16148					
mc200i	g						-77.54995	166.16148					
mc200j	g						-77.54995	166.16148					
mc200k	g						-77.54995	166.16148					
mc201a	g						-77.56284	166.21958					
mc201b	g						-77.56284	166.21958					
mc201c	g						-77.56284	166.21958					
mc201d	g						-77.56284	166.21958					
mc201e	g						-77.56284	166.21958					
mc201f	g						-77.56284	166.21958					
mc201g	g						-77.56284	166.21958					
mc201h	g						-77.56284	166.21958					
mc201i	g						-77.56284	166.21958					
mc201j	g						-77.56284	166.21958					
mc202a	g						-77.65674	166.36424					
mc202b	g						-77.65674	166.36424					
mc202c	g						-77.65674	166.36424					
mc202d	g						-77.65674	166.36424					
mc202e	g						-77.65674	166.36424					
mc202f	g						-77.65674	166.36424					
mc202g	g						-77.65674	166.36424					
mc202h	g						-77.65674	166.36424					
mc202i	g						-77.65674	166.36424					
mc202j	g						-77.65674	166.36424					
mc203a	g						-77.5807	166.25055					
mc203b	g						-77.5807	166.25055					
mc203c	g						-77.5807	166.25055					
mc203d	g						-77.5807	166.25055					
mc203e	g						-77.5807	166.25055					
mc203f	g						-77.5807	166.25055					
mc203g	g						-77.5807	166.25055					
mc203h	g						-77.5807	166.25055					
mc203i	g						-77.5807	166.25055					
mc203j	g						-77.5807	166.25055					
mc204a	g						-77.6402	166.40836					
mc204b	g						-77.6402	166.40836					
mc204c	g						-77.6402	166.40836					
mc204d	g						-77.6402	166.40836					
mc204e	g						-77.6402	166.40836					
mc204f	g						-77.6402	166.40836					
mc204g	g						-77.6402	166.40836					
mc204h	g						-77.6402	166.40836					
mc204i	g						-77.6402	166.40836					
mc204j	g						-77.6402	166.40836					
mc204k	g						-77.6402	166.40836					
mc204l	g						-77.6402	166.40836					
mc205a	g						-77.65666	166.72515					
mc205b	g						-77.65666	166.72515					
mc205c	g						-77.65666	166.72515					
mc205d	g						-77.65666	166.72515					
mc205e	g						-77.65666	166.72515					
mc205f	g						-77.65666	166.72515					
mc205g	g						-77.65666	166.72515					
mc205h	g						-77.65666	166.72515					
mc205i	g						-77.65666	166.72515					
mc205j	g						-77.65666	166.72515					
mc205k	g						-77.65666	166.72515					
mc206a	g						-77.66665	166.78033					
mc206b	g						-77.66665	166.78033					
mc206c	g						-77.66665	166.78033					
mc206d	g						-77.66665	166.78033					
mc206e	g						-77.66665	166.78033					
mc206f	g						-77.66665	166.78033					
mc206g	g						-77.66665	166.78033					
mc206h	g						-77.66665	166.78033					
mc206i	g						-77.66665	166.78033					
mc206j	g						-77.66665	166.78033					
mc206k	g						-77.66665	166.78033					
mc207a	g						-77.67871	166.5173					
mc207b	g						-77.67871	166.5173					
mc207c	g						-77.67871	166.5173					
mc207d	g						-77.67871	166.5173					
mc207e	g						-77.67871	166.5173					
mc207f	g						-77.67871	166.5173					
mc207g	g						-77.67871	166.5173					
mc207h	g						-77.67871	166.5173					
mc207i	g						-77.67871	166.5173					
mc207j	g						-77.67871	166.5173					
mc207k	g						-77.67871	166.5173					
mc208a	g						-77.66786	166.53186					
mc208b	g						-77.66786	166.53186					
mc208c	g						-77.66786	166.53186					
mc208d	g						-77.66786	166.53186					
mc208e	g						-77.66786	166.53186					
mc208f	g						-77.66786	166.53186					
mc208g	g						-77.66786	166.53186					
mc208h	g						-77.66786	166.53186					
mc208i	g						-77.66786	166.53186					
mc208j	g						-77.66786	166.53186					
mc209a	g						-77.68544	166.36812					
mc209b	g						-77.68544	166.36812					
mc209c	g						-77.68544	166.36812					
mc209d	g						-77.68544	166.36812					
mc209e	g						-77.68544	166.36812					
mc209f	g						-77.68544	166.36812					
mc209g	g						-77.68544	166.36812					
mc209h	g						-77.68544	166.36812					
mc209i	g						-77.68544	166.36812					
mc209j	g						-77.68544	166.36812					
mc20a	g						-77.88	165.02					
mc20b	g						-77.88	165.02					
mc20c	g						-77.88	165.02					
mc20d	g						-77.88	165.02					
mc20e	g						-77.88	165.02					
mc20f	g						-77.88	165.02					
mc20g	g						-77.88	165.02					
mc20h	g						-77.88	165.02					
mc210a	g						-77.69125	166.3743					
mc210b	g						-77.69125	166.3743					
mc210c	g						-77.69125	166.3743					
mc210d	g						-77.69125	166.3743					
mc210e	g						-77.69125	166.3743					
mc210f	g						-77.69125	166.3743					
mc210g	g						-77.69125	166.3743					
mc210h	g						-77.69125	166.3743					
mc210i	g						-77.69125	166.3743					
mc210j	g						-77.69125	166.3743					
mc211a	g						-77.66147	166.3397					
mc211b	g						-77.66147	166.3397					
mc211c	g						-77.66147	166.3397					
mc211d	g						-77.66147	166.3397					
mc211e	g						-77.66147	166.3397					
mc211f	g						-77.66147	166.3397					
mc211g	g						-77.66147	166.3397					
mc211h	g						-77.66147	166.3397					
mc211i	g						-77.66147	166.3397					
mc211j	g						-77.66147	166.3397					
mc212a	g						-77.56505	166.35938					
mc212b	g						-77.56505	166.35938					
mc212c	g						-77.56505	166.35938					
mc212d	g						-77.56505	166.35938					
mc212e	g						-77.56505	166.35938					
mc212f	g						-77.56505	166.35938					
mc212g	g						-77.56505	166.35938					
mc212h	g						-77.56505	166.35938					
mc212i	g						-77.56505	166.35938					
mc212j	g						-77.56505	166.35938					
mc212k	g						-77.56505	166.35938					
mc212l	g						-77.56505	166.35938					
mc213a	g						-77.22331	166.42877					
mc213b	g						-77.22331	166.42877					
mc213c	g						-77.22331	166.42877					
mc213d	g						-77.22331	166.42877					
mc213e	g						-77.22331	166.42877					
mc213f	g						-77.22331	166.42877					
mc213g	g						-77.22331	166.42877					
mc213h	g						-77.22331	166.42877					
mc213i	g						-77.22331	166.42877					
mc213j	g						-77.22331	166.42877					
mc213k	g						-77.22331	166.42877					
mc214a	g						-77.22355	166.4294					
mc214b	g						-77.22355	166.4294					
mc214c	g						-77.22355	166.4294					
mc214d	g						-77.22355	166.4294					
mc214e	g						-77.22355	166.4294					
mc214f	g						-77.22355	166.4294					
mc214g	g						-77.22355	166.4294					
mc214h	g						-77.22355	166.4294					
mc214i	g						-77.22355	166.4294					
mc214j	g						-77.22355	166.4294					
mc215a	g						-77.4773	166.89491					
mc215b	g						-77.4773	166.89491					
mc215c	g						-77.4773	166.89491					
mc215d	g						-77.4773	166.89491					
mc215e	g						-77.4773	166.89491					
mc215f	g						-77.4773	166.89491					
mc215g	g						-77.4773	166.89491					
mc215h	g						-77.4773	166.89491					
mc215i	g						-77.4773	166.89491					
mc215j	g						-77.4773	166.89491					
mc216a	g						-77.42391	166.81075					
mc216b	g						-77.42391	166.81075					
mc216c	g						-77.42391	166.81075					
mc216d	g						-77.42391	166.81075					
mc216e	g						-77.42391	166.81075					
mc216f	g						-77.42391	166.81075					
mc216g	g						-77.42391	166.81075					
mc216h	g						-77.42391	166.81075					
mc216i	g						-77.42391	166.81075					
mc216j	g						-77.42391	166.81075					
mc217a	g						-77.50885	167.44064					
mc217b	g						-77.50885	167.44064					
mc217c	g						-77.50885	167.44064					
mc217d	g						-77.50885	167.44064					
mc217e	g						-77.50885	167.44064					
mc217f	g						-77.50885	167.44064					
mc217g	g						-77.50885	167.44064					
mc217h	g						-77.50885	167.44064					
mc217i	g						-77.50885	167.44064					
mc217j	g						-77.50885	167.44064					
mc217k	g						-77.50885	167.44064					
mc218a	g						-77.56218	166.97756					
mc218b	g						-77.56218	166.97756					
mc218c	g						-77.56218	166.97756					
mc218d	g						-77.56218	166.97756					
mc218e	g						-77.56218	166.97756					
mc218f	g						-77.56218	166.97756					
mc218g	g						-77.56218	166.97756					
mc218h	g						-77.56218	166.97756					
mc218i	g						-77.56218	166.97756					
mc218j	g						-77.56218	166.97756					
mc218k	g						-77.56218	166.97756					
mc218l	g						-77.56218	166.97756					
mc219a	g						-77.84783	166.67453					
mc219b	g						-77.84783	166.67453					
mc219c	g						-77.84783	166.67453					
mc219d	g						-77.84783	166.67453					
mc219e	g						-77.84783	166.67453					
mc219f	g						-77.84783	166.67453					
mc219g	g						-77.84783	166.67453					
mc219h	g						-77.84783	166.67453					
mc219i	g						-77.84783	166.67453					
mc219j	g						-77.84783	166.67453					
mc219k	g						-77.84783	166.67453					
mc219l	g						-77.84783	166.67453					
mc21a	g						-78.21	166.49					
mc21b	g						-78.21	166.49					
mc21c	g						-78.21	166.49					
mc21d	g						-78.21	166.49					
mc21e	g						-78.21	166.49					
mc21f	g						-78.21	166.49					
mc21g	g						-78.21	166.49					
mc21h	g						-78.21	166.49					
mc220a	g						-77.45702	166.91009					
mc220b	g						-77.45702	166.91009					
mc220c	g						-77.45702	166.91009					
mc220d	g						-77.45702	166.91009					
mc220e	g						-77.45702	166.91009					
mc220f	g						-77.45702	166.91009					
mc220g	g						-77.45702	166.91009					
mc220h	g						-77.45702	166.91009					
mc220i	g						-77.45702	166.91009					
mc220j	g						-77.45702	166.91009					
mc221a	g						-77.5161	166.79804					
mc221b	g						-77.5161	166.79804					
mc221c	g						-77.5161	166.79804					
mc221d	g						-77.5161	166.79804					
mc221e	g						-77.5161	166.79804					
mc221f	g						-77.5161	166.79804					
mc221g	g						-77.5161	166.79804					
mc221h	g						-77.5161	166.79804					
mc221i	g						-77.5161	166.79804					
mc221j	g						-77.5161	166.79804					
mc222a	g						-77.53893	166.84845					
mc222b	g						-77.53893	166.84845					
mc222c	g						-77.53893	166.84845					
mc222d	g						-77.53893	166.84845					
mc222e	g						-77.53893	166.84845					
mc222f	g						-77.53893	166.84845					
mc222g	g						-77.53893	166.84845					
mc222h	g						-77.53893	166.84845					
mc222i	g						-77.53893	166.84845					
mc222j	g						-77.53893	166.84845					
mc223a	g						-77.65831	166.7863					
mc223b	g						-77.65831	166.7863					
mc223c	g						-77.65831	166.7863					
mc223d	g						-77.65831	166.7863					
mc223e	g						-77.65831	166.7863					
mc223f	g						-77.65831	166.7863					
mc223g	g						-77.65831	166.7863					
mc223h	g						-77.65831	166.7863					
mc223i	g						-77.65831	166.7863					
mc223j	g						-77.65831	166.7863					
mc223k	g						-77.65831	166.7863					
mc223l	g						-77.65831	166.7863					
mc224a	g						-77.53046	166.8839					
mc224b	g						-77.53046	166.8839					
mc224c	g						-77.53046	166.8839					
mc224d	g						-77.53046	166.8839					
mc224e	g						-77.53046	166.8839					
mc224f	g						-77.53046	166.8839					
mc224g	g						-77.53046	166.8839					
mc224h	g						-77.53046	166.8839					
mc224i	g						-77.53046	166.8839					
mc224j	g						-77.53046	166.8839					
mc224k	g						-77.53046	166.8839					
mc224l	g						-77.53046	166.8839					
mc224m	g						-77.53046	166.8839					
mc225a	g						-77.58053	166.80156					
mc225b	g						-77.58053	166.80156					
mc225c	g						-77.58053	166.80156					
mc225d	g						-77.58053	166.80156					
mc225e	g						-77.58053	166.80156					
mc225f	g						-77.58053	166.80156					
mc225g	g						-77.58053	166.80156					
mc225h	g						-77.58053	166.80156					
mc225i	g						-77.58053	166.80156					
mc225j	g						-77.58053	166.80156					
mc225k	g						-77.58053	166.80156					
mc226a	g						-77.61355	166.76571					
mc226b	g						-77.61355	166.76571					
mc226c	g						-77.61355	166.76571					
mc226d	g						-77.61355	166.76571					
mc226e	g						-77.61355	166.76571					
mc226f	g						-77.61355	166.76571					
mc226g	g						-77.61355	166.76571					
mc226h	g						-77.61355	166.76571					
mc226i	g						-77.61355	166.76571					
mc226j	g						-77.61355	166.76571					
mc226k	g						-77.61355	166.76571					
mc227a	g						-77.27064	166.73278					
mc227b	g						-77.27064	166.73278					
mc227c	g						-77.27064	166.73278					
mc227d	g						-77.27064	166.73278					
mc227e	g						-77.27064	166.73278					
mc227f	g						-77.27064	166.73278					
mc227g	g						-77.27064	166.73278					
mc227h	g						-77.27064	166.73278					
mc227i	g						-77.27064	166.73278					
mc227j	g						-77.27064	166.73278					
mc228a	g						-77.2669	166.37738					
mc228b	g						-77.2669	166.37738					
mc228c	g						-77.2669	166.37738					
mc228d	g						-77.2669	166.37738					
mc228e	g						-77.2669	166.37738					
mc228f	g						-77.2669	166.37738					
mc228g	g						-77.2669	166.37738					
mc228h	g						-77.2669	166.37738					
mc228i	g						-77.2669	166.37738					
mc228j	g						-77.2669	166.37738					
mc229a	g						-77.48281	167.15435					
mc229b	g						-77.48281	167.15435					
mc229c	g						-77.48281	167.15435					
mc229d	g						-77.48281	167.15435					
mc229e	g						-77.48281	167.15435					
mc229f	g						-77.48281	167.15435					
mc229g	g						-77.48281	167.15435					
mc229h	g						-77.48281	167.15435					
mc229i	g						-77.48281	167.15435					
mc229j	g						-77.48281	167.15435					
mc229k	g						-77.48281	167.15435					
mc22a	g						-78.2	166.54					
mc22b	g						-78.2	166.54					
mc26a	g						-78.21	166.57					
mc26b	g						-78.21	166.57					
mc26c	g						-78.21	166.57					
mc26d	g						-78.21	166.57					
mc26e	g						-78.21	166.57					
mc26f	g						-78.21	166.57					
mc26g	g						-78.21	166.57					
mc26h	g						-78.21	166.57					
mc28a	g						-78.29	164.73					
mc28b	g						-78.29	164.73					
mc28c	g						-78.29	164.73					
mc28d	g						-78.29	164.73					
mc28e	g						-78.29	164.73					
mc28f	g						-78.29	164.73					
mc28g	g						-78.29	164.73					
mc28h	g						-78.29	164.73					
mc29a	g						-78.31	164.8					
mc29b	g						-78.31	164.8					
mc29c	g						-78.31	164.8					
mc29d	g						-78.31	164.8					
mc29e	g						-78.31	164.8					
mc29f	g						-78.31	164.8					
mc29g	g						-78.31	164.8					
mc29h	g						-78.31	164.8					
mc30a	g						-78.34	164.87					
mc30b	g						-78.34	164.87					
mc30c	g						-78.34	164.87					
mc30d	g						-78.34	164.87					
mc30e	g						-78.34	164.87					
mc30f	g						-78.34	164.87					
mc30g	g						-78.34	164.87					
mc30h	g						-78.34	164.87					
mc31a	g						-78.34	164.28					
mc31b	g						-78.34	164.28					
mc31c	g						-78.34	164.28					
mc31d	g						-78.34	164.28					
mc31e	g						-78.34	164.28					
mc31f	g						-78.34	164.28					
mc31g	g						-78.34	164.28					
mc31h	g						-78.34	164.28					
mc32a	g						-78.36	164.3					
mc32b	g						-78.36	164.3					
mc32c	g						-78.36	164.3					
mc32d	g						-78.36	164.3					
mc32e	g						-78.36	164.3					
mc32f	g						-78.36	164.3					
mc32g	g						-78.36	164.3					
mc32h	g						-78.36	164.3					
mc33a	g						-78.38	164.34					
mc33b	g						-78.38	164.34					
mc33c	g						-78.38	164.34					
mc33d	g						-78.38	164.34					
mc33e	g						-78.38	164.34					
mc33f	g						-78.38	164.34					
mc33g	g						-78.38	164.34					
mc33h	g						-78.38	164.34					
mc34a	g						-78.39	164.27					
mc34b	g						-78.39	164.27					
mc34c	g						-78.39	164.27					
mc34d	g						-78.39	164.27					
mc34e	g						-78.39	164.27					
mc34f	g						-78.39	164.27					
mc34g	g						-78.39	164.27					
mc34h	g						-78.39	164.27					
mc35a	g						-78.39	164.23					
mc35b	g						-78.39	164.23					
mc35c	g						-78.39	164.23					
mc35d	g						-78.39	164.23					
mc35e	g						-78.39	164.23					
mc35f	g						-78.39	164.23					
mc35g	g						-78.39	164.23					
mc35h	g						-78.39	164.23					
mc36a	g						-78.39	164.27					
mc36b	g						-78.39	164.27					
mc36c	g						-78.39	164.27					
mc36d	g						-78.39	164.27					
mc36e	g						-78.39	164.27					
mc36f	g						-78.39	164.27					
mc36g	g						-78.39	164.27					
mc36h	g						-78.39	164.27					
mc37a	g						-78.4	164.27					
mc37b	g						-78.4	164.27					
mc37c	g						-78.4	164.27					
mc37d	g						-78.4	164.27					
mc37e	g						-78.4	164.27					
mc37f	g						-78.4	164.27					
mc37g	g						-78.4	164.27					
mc37h	g						-78.4	164.27					
mc38a	g						-78.4	164.21					
mc38b	g						-78.4	164.21					
mc38c	g						-78.4	164.21					
mc38d	g						-78.4	164.21					
mc38e	g						-78.4	164.21					
mc38f	g						-78.4	164.21					
mc38g	g						-78.4	164.21					
mc38h	g						-78.4	164.21					
mc39a	g						-78.39	164.21					
mc39b	g						-78.39	164.21					
mc39c	g						-78.39	164.21					
mc39d	g						-78.39	164.21					
mc39e	g						-78.39	164.21					
mc39f	g						-78.39	164.21					
mc39g	g						-78.39	164.21					
mc39h	g						-78.39	164.21					
mc40a	g						-78.39	164.2					
mc40b	g						-78.39	164.2					
mc40c	g						-78.39	164.2					
mc40d	g						-78.39	164.2					
mc40e	g						-78.39	164.2					
mc40f	g						-78.39	164.2					
mc40g	g						-78.39	164.2					
mc40h	g						-78.39	164.2					
mc41a	g						-78.39	164.2					
mc41b	g						-78.39	164.12					
mc41c	g						-78.39	164.12					
mc41d	g						-78.39	164.12					
mc41e	g						-78.39	164.12					
mc41f	g						-78.39	164.12					
mc41g	g						-78.39	164.12					
mc41h	g						-78.39	164.12					
mc42a	g						-78.37	164.12					
mc42b	g						-78.37	164.12					
mc42c	g						-78.37	164.12					
mc42d	g						-78.37	164.12					
mc42e	g						-78.37	164.12					
mc42f	g						-78.37	164.12					
mc42g	g						-78.37	164.12					
mc42h	g						-78.37	164.12					
mc43a	g						-78.37	164.24					
mc43b	g						-78.37	164.24					
mc43c	g						-78.37	164.24					
mc43d	g						-78.37	164.24					
mc43e	g						-78.37	164.24					
mc43f	g						-78.37	164.24					
mc43g	g						-78.37	164.24					
mc43h	g						-78.37	164.24					
mc44a	g						-78.36	164.26					
mc44b	g						-78.36	164.26					
mc44c	g						-78.36	164.26					
mc44d	g						-78.36	164.26					
mc44e	g						-78.36	164.26					
mc44f	g						-78.36	164.26					
mc44g	g						-78.36	164.26					
mc44h	g						-78.36	164.26					
mc48a	g						-78.24	163.36					
mc48b	g						-78.24	163.36					
mc48c	g						-78.24	163.36					
mc48d	g						-78.24	163.36					
mc48e	g						-78.24	163.36					
mc48f	g						-78.24	163.36					
mc48g	g						-78.24	163.36					
mc48h	g						-78.24	163.36					
mc49a	g						-78.24	163.36					
mc49b	g						-78.24	163.36					
mc49c	g						-78.24	163.36					
mc49d	g						-78.24	163.36					
mc49e	g						-78.24	163.36					
mc49f	g						-78.24	163.36					
mc49g	g						-78.24	163.36					
mc49h	g						-78.24	163.36					
mc50a	g						-78.25	163.22					
mc50b	g						-78.25	163.22					
mc50c	g						-78.25	163.22					
mc50d	g						-78.25	163.22					
mc50e	g						-78.25	163.22					
mc50f	g						-78.25	163.22					
mc50g	g						-78.25	163.22					
mc50h	g						-78.25	163.22					
