tab	demag_orient
sample_name	sample_orientation_flag	mag_azimuth	field_dip	bedding_dip_direction	bedding_dip	shadow_angle	lat	long	date	hhmm	GPS_baseline	GPS_Az	magic_method_codes
mc103a	g						-78.235	163.36					
mc103b	g						-78.235	163.36					
mc103c	g						-78.235	163.36					
mc103d	g						-78.235	163.36					
mc103e	g						-78.235	163.36					
mc103f	g						-78.235	163.36					
mc103g	g						-78.235	163.36					
mc103h	g						-78.235	163.36					
mc103i	g						-78.235	163.36					
mc103j	g						-78.235	163.36					
mc103k	g						-78.235	163.36					
mc103l	g						-78.235	163.36					
mc104a	g						-78.238	163.401					
mc104b	g						-78.238	163.401					
mc104c	g						-78.238	163.401					
mc104d	g						-78.238	163.401					
mc104e	g						-78.238	163.401					
mc104f	g						-78.238	163.401					
mc104g	g						-78.238	163.401					
mc104h	g						-78.238	163.401					
mc104i	g						-78.238	163.401					
mc104j	g						-78.238	163.401					
mc104k	g						-78.238	163.401					
mc105a	g						-78.245	163.231					
mc105b	g						-78.245	163.231					
mc105c	g						-78.245	163.231					
mc105d	g						-78.245	163.231					
mc105e	g						-78.245	163.231					
mc105f	g						-78.245	163.231					
mc105g	g						-78.245	163.231					
mc105h	g						-78.245	163.231					
mc105i	g						-78.245	163.231					
mc105j	g						-78.245	163.231					
mc105k	g						-78.245	163.231					
mc105l	g						-78.245	163.231					
mc105m	g						-78.245	163.231					
mc105n	g						-78.245	163.231					
mc106a	g						-78.21	163.308					
mc106b	g						-78.21	163.308					
mc106c	g						-78.21	163.308					
mc106d	g						-78.21	163.308					
mc106e	g						-78.21	163.308					
mc106f	g						-78.21	163.308					
mc106g	g						-78.21	163.308					
mc106h	g						-78.21	163.308					
mc106i	g						-78.21	163.308					
mc106j	g						-78.21	163.308					
mc106k	g						-78.21	163.308					
mc106l	g						-78.21	163.308					
mc107a	g						-78.204	163.347					
mc107b	g						-78.204	163.347					
mc107c	g						-78.204	163.347					
mc107d	g						-78.204	163.347					
mc107e	g						-78.204	163.347					
mc107f	g						-78.204	163.347					
mc107g	g						-78.204	163.347					
mc107h	g						-78.204	163.347					
mc107i	g						-78.204	163.347					
mc107j	g						-78.204	163.347					
mc107k	g						-78.204	163.347					
mc107l	g						-78.204	163.347					
mc108a	g						-78.247	163.323					
mc108b	g						-78.247	163.323					
mc108c	g						-78.247	163.323					
mc108d	g						-78.247	163.323					
mc108e	g						-78.247	163.323					
mc108f	g						-78.247	163.323					
mc108g	g						-78.247	163.323					
mc108h	g						-78.247	163.323					
mc108i	g						-78.247	163.323					
mc108j	g						-78.247	163.323					
mc108k	g						-78.247	163.323					
mc109a	g						-78.282	163.544					
mc109c	g						-78.282	163.544					
mc109d	g						-78.282	163.544					
mc109e	g						-78.282	163.544					
mc109f	g						-78.282	163.544					
mc109g	g						-78.282	163.544					
mc109h	g						-78.282	163.544					
mc109i	g						-78.282	163.544					
mc109j	g						-78.282	163.544					
mc109k	g						-78.282	163.544					
mc109l	g						-78.282	163.544					
mc109m	g						-78.282	163.544					
mc10a	g						-77.57	166.23					
mc10b	g						-77.57	166.23					
mc10c	g						-77.57	166.23					
mc10d	g						-77.57	166.23					
mc10e	g						-77.57	166.23					
mc10f	g						-77.57	166.23					
mc10g	g						-77.57	166.23					
mc10h	g						-77.57	166.23					
mc110a	g						-78.238	163.443					
mc110b	g						-78.238	163.443					
mc110c	g						-78.238	163.443					
mc110d	g						-78.238	163.443					
mc110f	g						-78.238	163.443					
mc110g	g						-78.238	163.443					
mc110h	g						-78.238	163.443					
mc110i	g						-78.238	163.443					
mc110j	g						-78.238	163.443					
mc110k	g						-78.238	163.443					
mc111a	g						-78.224	162.787					
mc111b	g						-78.224	162.787					
mc111c	g						-78.224	162.787					
mc111d	g						-78.224	162.787					
mc111e	g						-78.224	162.787					
mc111f	g						-78.224	162.787					
mc111g	g						-78.224	162.787					
mc111h	g						-78.224	162.787					
mc111i	g						-78.224	162.787					
mc111j	g						-78.224	162.787					
mc111k	g						-78.224	162.787					
mc111l	g						-78.224	162.787					
mc111m	g						-78.224	162.787					
mc112a	g						-78.238	163.441					
mc112b	g						-78.238	163.441					
mc112c	g						-78.238	163.441					
mc112d	g						-78.238	163.441					
mc112e	g						-78.238	163.441					
mc112f	g						-78.238	163.441					
mc112g	g						-78.238	163.441					
mc112h	g						-78.238	163.441					
mc112i	g						-78.238	163.441					
mc112j	g						-78.238	163.441					
mc113a	g						-78.226	162.735					
mc113b	g						-78.226	162.735					
mc113c	g						-78.226	162.735					
mc113d	g						-78.226	162.735					
mc113e	g						-78.226	162.735					
mc113f	g						-78.226	162.735					
mc113g	g						-78.226	162.735					
mc113h	g						-78.226	162.735					
mc113i	g						-78.226	162.735					
mc113j	g						-78.226	162.735					
mc113k	g						-78.226	162.735					
mc113l	g						-78.226	162.735					
mc113m	g						-78.226	162.735					
mc113n	g						-78.226	162.735					
mc114a	g						-78.224	162.783					
mc114b	g						-78.224	162.783					
mc114c	g						-78.224	162.783					
mc114d	g						-78.224	162.783					
mc114e	g						-78.224	162.783					
mc114f	g						-78.224	162.783					
mc114g	g						-78.224	162.783					
mc114h	g						-78.224	162.783					
mc114i	g						-78.224	162.783					
mc114j	g						-78.224	162.783					
mc115a	g						-78.243	162.958					
mc115b	g						-78.243	162.958					
mc115c	g						-78.243	162.958					
mc115d	g						-78.243	162.958					
mc115e	g						-78.243	162.958					
mc115f	g						-78.243	162.958					
mc115g	g						-78.243	162.958					
mc115h	g						-78.243	162.958					
mc115i	g						-78.243	162.958					
mc115j	g						-78.243	162.958					
mc115k	g						-78.243	162.958					
mc115m	g						-78.243	162.958					
mc115n	g						-78.243	162.958					
mc115p	g						-78.243	162.958					
mc115q	g						-78.243	162.958					
mc115r	g						-78.243	162.958					
mc116a	g						-78.222	162.744					
mc116b	g						-78.222	162.744					
mc116c	g						-78.222	162.744					
mc116d	g						-78.222	162.744					
mc116e	g						-78.222	162.744					
mc116f	g						-78.222	162.744					
mc116g	g						-78.222	162.744					
mc116h	g						-78.222	162.744					
mc116i	g						-78.222	162.744					
mc116j	g						-78.222	162.744					
mc116k	g						-78.222	162.744					
mc117a	g						-78.235	162.973					
mc117b	g						-78.235	162.973					
mc117c	g						-78.235	162.973					
mc117d	g						-78.235	162.973					
mc117e	g						-78.235	162.973					
mc117f	g						-78.235	162.973					
mc117g	g						-78.235	162.973					
mc117h	g						-78.235	162.973					
mc117i	g						-78.235	162.973					
mc117j	g						-78.235	162.973					
mc117l	g						-78.235	162.973					
mc118a	g						-78.241	163.141					
mc118b	g						-78.241	163.141					
mc118c	g						-78.241	163.141					
mc118d	g						-78.241	163.141					
mc118e	g						-78.241	163.141					
mc118f	g						-78.241	163.141					
mc118g	g						-78.241	163.141					
mc118h	g						-78.241	163.141					
mc118i	g						-78.241	163.141					
mc118j	g						-78.241	163.141					
mc118k	g						-78.241	163.141					
mc118l	g						-78.241	163.141					
mc119a	g						-78.239	162.957					
mc119b	g						-78.239	162.957					
mc119c	g						-78.239	162.957					
mc119d	g						-78.239	162.957					
mc119e	g						-78.239	162.957					
mc119f	g						-78.239	162.957					
mc119g	g						-78.239	162.957					
mc119h	g						-78.239	162.957					
mc119i	g						-78.239	162.957					
mc119j	g						-78.239	162.957					
mc119k	g						-78.239	162.957					
mc119l	g						-78.239	162.957					
mc11a	g						-77.57	166.23					
mc11b	g						-77.57	166.23					
mc11c	g						-77.57	166.23					
mc11d	g						-77.57	166.23					
mc11e	g						-77.57	166.23					
mc11f	g						-77.57	166.23					
mc11g	g						-77.57	166.23					
mc11h	g						-77.57	166.23					
mc120a	g						-78.241	163.092					
mc120b	g						-78.241	163.092					
mc120c	g						-78.241	163.092					
mc120d	g						-78.241	163.092					
mc120e	g						-78.241	163.092					
mc120f	g						-78.241	163.092					
mc120g	g						-78.241	163.092					
mc120h	g						-78.241	163.092					
mc120i	g						-78.241	163.092					
mc120j	g						-78.241	163.092					
mc120k	g						-78.241	163.092					
mc120l	g						-78.241	163.092					
mc120m	g						-78.241	163.092					
mc121a	g						-78.235	162.954					
mc121b	g						-78.235	162.954					
mc121c	g						-78.235	162.954					
mc121d	g						-78.235	162.954					
mc121e	g						-78.235	162.954					
mc121f	g						-78.235	162.954					
mc121g	g						-78.235	162.954					
mc121h	g						-78.235	162.954					
mc121i	g						-78.235	162.954					
mc121j	g						-78.235	162.954					
mc121k	g						-78.235	162.954					
mc122a	g						-78.187	163.58					
mc122b	g						-78.187	163.58					
mc122c	g						-78.187	163.58					
mc122d	g						-78.187	163.58					
mc122e	g						-78.187	163.58					
mc122f	g						-78.187	163.58					
mc122g	g						-78.187	163.58					
mc122h	g						-78.187	163.58					
mc122i	g						-78.187	163.58					
mc122k	g						-78.187	163.58					
mc122l	g						-78.187	163.58					
mc123a	g						-78.254	163.729					
mc123b	g						-78.254	163.729					
mc123c	g						-78.254	163.729					
mc123d	g						-78.254	163.729					
mc123e	g						-78.254	163.729					
mc123f	g						-78.254	163.729					
mc123g	g						-78.254	163.729					
mc123h	g						-78.254	163.729					
mc123i	g						-78.254	163.729					
mc123j	g						-78.254	163.729					
mc123k	g						-78.254	163.729					
mc123l	g						-78.254	163.729					
mc124a	g						-78.186	163.567					
mc124b	g						-78.186	163.567					
mc124c	g						-78.186	163.567					
mc124d	g						-78.186	163.567					
mc124e	g						-78.186	163.567					
mc124f	g						-78.186	163.567					
mc124g	g						-78.186	163.567					
mc124h	g						-78.186	163.567					
mc124i	g						-78.186	163.567					
mc124j	g						-78.186	163.567					
mc124k	g						-78.186	163.567					
mc124l	g						-78.186	163.567					
mc125a	g						-78.254	163.73					
mc125b	g						-78.254	163.73					
mc125c	g						-78.254	163.73					
mc125d	g						-78.254	163.73					
mc125e	g						-78.254	163.73					
mc125f	g						-78.254	163.73					
mc125g	g						-78.254	163.73					
mc125h	g						-78.254	163.73					
mc125i	g						-78.254	163.73					
mc125j	g						-78.254	163.73					
mc125k	g						-78.254	163.73					
mc125l	g						-78.254	163.73					
mc125m	g						-78.254	163.73					
mc125n	g						-78.254	163.73					
mc125o	g						-78.254	163.73					
mc126a	g						-78.253	163.737					
mc126b	g						-78.253	163.737					
mc126c	g						-78.253	163.737					
mc126d	g						-78.253	163.737					
mc126e	g						-78.253	163.737					
mc126f	g						-78.253	163.737					
mc126g	g						-78.253	163.737					
mc126h	g						-78.253	163.737					
mc126i	g						-78.253	163.737					
mc126j	g						-78.253	163.737					
mc127a	g						-78.254	163.733					
mc127b	g						-78.254	163.733					
mc127c	g						-78.254	163.733					
mc127d	g						-78.254	163.733					
mc127e	g						-78.254	163.733					
mc127f	g						-78.254	163.733					
mc127g	g						-78.254	163.733					
mc127h	g						-78.254	163.733					
mc127i	g						-78.254	163.733					
mc127j	g						-78.254	163.733					
mc128a	g						-78.21	166.571					
mc128b	g						-78.21	166.571					
mc128c	g						-78.21	166.571					
mc128d	g						-78.21	166.571					
mc128e	g						-78.21	166.571					
mc128f	g						-78.21	166.571					
mc128g	g						-78.21	166.571					
mc128h	g						-78.21	166.571					
mc128i	g						-78.21	166.571					
mc128j	g						-78.21	166.571					
mc128k	g						-78.21	166.571					
mc129a	g						-78.214	166.577					
mc129b	g						-78.214	166.577					
mc129c	g						-78.214	166.577					
mc129d	g						-78.214	166.577					
mc129e	g						-78.214	166.577					
mc129f	g						-78.214	166.577					
mc129h	g						-78.214	166.577					
mc129i	g						-78.214	166.577					
mc129j	g						-78.214	166.577					
mc129l	g						-78.214	166.577					
mc129m	g						-78.214	166.577					
mc12b	g						-77.58	166.23					
mc130a	g						-78.21	166.579					
mc130b	g						-78.21	166.579					
mc130c	g						-78.21	166.579					
mc130d	g						-78.21	166.579					
mc130e	g						-78.21	166.579					
mc130f	g						-78.21	166.579					
mc130g	g						-78.21	166.579					
mc130h	g						-78.21	166.579					
mc130i	g						-78.21	166.579					
mc130j	g						-78.21	166.579					
mc131a	g						-78.214	166.573					
mc131b	g						-78.214	166.573					
mc131c	g						-78.214	166.573					
mc131d	g						-78.214	166.573					
mc131e	g						-78.214	166.573					
mc131f	g						-78.214	166.573					
mc131g	g						-78.214	166.573					
mc131h	g						-78.214	166.573					
mc131i	g						-78.214	166.573					
mc131j	g						-78.214	166.573					
mc131k	g						-78.214	166.573					
mc131l	g						-78.214	166.573					
mc131m	g						-78.214	166.573					
mc132a	g						-78.206	166.552					
mc132b	g						-78.206	166.552					
mc132c	g						-78.206	166.552					
mc132d	g						-78.206	166.552					
mc132e	g						-78.206	166.552					
mc132f	g						-78.206	166.552					
mc132g	g						-78.206	166.552					
mc132h	g						-78.206	166.552					
mc132i	g						-78.206	166.552					
mc132j	g						-78.206	166.552					
mc132k	g						-78.206	166.552					
mc132l	g						-78.206	166.552					
mc133a	g						-78.199	166.584					
mc133b	g						-78.199	166.584					
mc133c	g						-78.199	166.584					
mc133d	g						-78.199	166.584					
mc133e	g						-78.199	166.584					
mc133f	g						-78.199	166.584					
mc133g	g						-78.199	166.584					
mc133h	g						-78.199	166.584					
mc133i	g						-78.199	166.584					
mc133j	g						-78.199	166.584					
mc133l	g						-78.199	166.584					
mc133m	g						-78.199	166.584					
mc134a	g						-78.219	166.607					
mc134b	g						-78.219	166.607					
mc134c	g						-78.219	166.607					
mc134d	g						-78.219	166.607					
mc134e	g						-78.219	166.607					
mc134f	g						-78.219	166.607					
mc134g	g						-78.219	166.607					
mc134h	g						-78.219	166.607					
mc134i	g						-78.219	166.607					
mc134j	g						-78.219	166.607					
mc134k	g						-78.219	166.607					
mc135a	g						-78.231	166.565					
mc135b	g						-78.231	166.565					
mc135c	g						-78.231	166.565					
mc135d	g						-78.231	166.565					
mc135e	g						-78.231	166.565					
mc135f	g						-78.231	166.565					
mc135g	g						-78.231	166.565					
mc135h	g						-78.231	166.565					
mc135i	g						-78.231	166.565					
mc135j	g						-78.231	166.565					
mc136a	g						-78.282	163.329					
mc136b	g						-78.282	163.329					
mc136c	g						-78.282	163.329					
mc136d	g						-78.282	163.329					
mc136e	g						-78.282	163.329					
mc136f	g						-78.282	163.329					
mc136g	g						-78.282	163.329					
mc136h	g						-78.282	163.329					
mc136i	g						-78.282	163.329					
mc136j	g						-78.282	163.329					
mc136k	g						-78.282	163.329					
mc137a	g						-78.261	163.257					
mc137b	g						-78.261	163.257					
mc137c	g						-78.261	163.257					
mc137d	g						-78.261	163.257					
mc137e	g						-78.261	163.257					
mc137f	g						-78.261	163.257					
mc137g	g						-78.261	163.257					
mc137h	g						-78.261	163.257					
mc137i	g						-78.261	163.257					
mc137j	g						-78.261	163.257					
mc137k	g						-78.261	163.257					
mc137l	g						-78.261	163.257					
mc138a	g						-78.26	163.24					
mc138b	g						-78.26	163.24					
mc138c	g						-78.26	163.24					
mc138d	g						-78.26	163.24					
mc138e	g						-78.26	163.24					
mc138f	g						-78.26	163.24					
mc138g	g						-78.26	163.24					
mc138h	g						-78.26	163.24					
mc138i	g						-78.26	163.24					
mc138j	g						-78.26	163.24					
mc138k	g						-78.26	163.24					
mc139a	g						-78.26	163.08					
mc139b	g						-78.26	163.08					
mc139c	g						-78.26	163.08					
mc139d	g						-78.26	163.08					
mc139e	g						-78.26	163.08					
mc139f	g						-78.26	163.08					
mc139g	g						-78.26	163.08					
mc139h	g						-78.26	163.08					
mc139i	g						-78.26	163.08					
mc139j	g						-78.26	163.08					
mc139k	g						-78.26	163.08					
mc13a	g						-77.64	166.41					
mc13b	g						-77.64	166.41					
mc13c	g						-77.64	166.41					
mc13d	g						-77.64	166.41					
mc13e	g						-77.64	166.41					
mc13f	g						-77.64	166.41					
mc13g	g						-77.64	166.41					
mc13h	g						-77.64	166.41					
mc140a	g						-78.276	163.004					
mc140b	g						-78.276	163.004					
mc140c	g						-78.276	163.004					
mc140d	g						-78.276	163.004					
mc140e	g						-78.276	163.004					
mc140f	g						-78.276	163.004					
mc140g	g						-78.276	163.004					
mc140h	g						-78.276	163.004					
mc140i	g						-78.276	163.004					
mc140j	g						-78.276	163.004					
mc141b	g						-77.58	166.246					
mc141c	g						-77.58	166.246					
mc141d	g						-77.58	166.246					
mc141e	g						-77.58	166.246					
mc141f	g						-77.58	166.246					
mc141g	g						-77.58	166.246					
mc141h	g						-77.58	166.246					
mc141i	g						-77.58	166.246					
mc141j	g						-77.58	166.246					
mc141k	g						-77.58	166.246					
mc141l	g						-77.58	166.246					
mc142a	g						-77.851	166.68					
mc142b	g						-77.851	166.68					
mc142c	g						-77.851	166.68					
mc142d	g						-77.851	166.68					
mc142e	g						-77.851	166.68					
mc142f	g						-77.851	166.68					
mc142g	g						-77.851	166.68					
mc142h	g						-77.851	166.68					
mc142i	g						-77.851	166.68					
mc142j	g						-77.851	166.68					
mc142k	g						-77.851	166.68					
mc143a	g						-78.244	162.879					
mc143b	g						-78.244	162.879					
mc143c	g						-78.244	162.879					
mc143d	g						-78.244	162.879					
mc143e	g						-78.244	162.879					
mc143f	g						-78.244	162.879					
mc143g	g						-78.244	162.879					
mc143h	g						-78.244	162.879					
mc143i	g						-78.244	162.879					
mc143j	g						-78.244	162.879					
mc143k	g						-78.244	162.879					
mc144a	g						-77.85	166.688					
mc144b	g						-77.85	166.688					
mc144c	g						-77.85	166.688					
mc144d	g						-77.85	166.688					
mc144e	g						-77.85	166.688					
mc144f	g						-77.85	166.688					
mc144g	g						-77.85	166.688					
mc144h	g						-77.85	166.688					
mc144i	g						-77.85	166.688					
mc144j	g						-77.85	166.688					
mc144k	g						-77.85	166.688					
mc145a	g						-77.85	166.688					
mc145b	g						-78.24	162.893					
mc145c	g						-78.24	162.893					
mc145d	g						-78.24	162.893					
mc145e	g						-78.24	162.893					
mc145f	g						-78.24	162.893					
mc145g	g						-78.24	162.893					
mc145i	g						-78.24	162.893					
mc145j	g						-78.24	162.893					
mc145k	g						-78.24	162.893					
mc145l	g						-78.24	162.893					
mc145m	g						-78.24	162.893					
mc145n	g						-78.24	162.893					
mc146a	g						-78.22	162.963					
mc146b	g						-78.22	162.963					
mc146c	g						-78.22	162.963					
mc146d	g						-78.22	162.963					
mc146e	g						-78.22	162.963					
mc146f	g						-78.22	162.963					
mc146g	g						-78.22	162.963					
mc146h	g						-78.22	162.963					
mc146i	g						-78.22	162.963					
mc146j	g						-78.22	162.963					
mc146k	g						-78.22	162.963					
mc147a	g						-78.196	162.962					
mc147b	g						-78.196	162.962					
mc147c	g						-78.196	162.962					
mc147d	g						-78.196	162.962					
mc147e	g						-78.196	162.962					
mc147f	g						-78.196	162.962					
mc147g	g						-78.196	162.962					
mc147h	g						-78.196	162.962					
mc147i	g						-78.196	162.962					
mc147j	g						-78.196	162.962					
mc147k	g						-78.196	162.962					
mc147l	g						-78.196	162.962					
mc147m	g						-78.196	162.962					
mc147n	g						-78.196	162.962					
mc148a	g						-77.492	167.249					
mc148b	g						-77.492	167.249					
mc148c	g						-77.492	167.249					
mc148d	g						-77.492	167.249					
mc148e	g						-77.492	167.249					
mc148f	g						-77.492	167.249					
mc148g	g						-77.492	167.249					
mc148h	g						-77.492	167.249					
mc148i	g						-77.492	167.249					
mc148j	g						-77.492	167.249					
mc148k	g						-77.492	167.249					
mc149a	g						-77.486	167.187					
mc149b	g						-77.486	167.187					
mc149c	g						-77.486	167.187					
mc149d	g						-77.486	167.187					
mc149e	g						-77.486	167.187					
mc149f	g						-77.486	167.187					
mc149g	g						-77.486	167.187					
mc149h	g						-77.486	167.187					
mc149i	g						-77.486	167.187					
mc149j	g						-77.486	167.187					
mc149k	g						-77.486	167.187					
mc14a	g						-77.46	169.23					
mc14b	g						-77.46	169.23					
mc14c	g						-77.46	169.23					
mc14d	g						-77.46	169.23					
mc14e	g						-77.46	169.23					
mc14f	g						-77.46	169.23					
mc14g	g						-77.46	169.23					
mc14h	g						-77.46	169.23					
mc150a	g						-77.714	162.637					
mc150b	g						-77.714	162.637					
mc150c	g						-77.714	162.637					
mc150d	g						-77.714	162.637					
mc150e	g						-77.714	162.637					
mc150f	g						-77.714	162.637					
mc150g	g						-77.714	162.637					
mc150h	g						-77.714	162.637					
mc150i	g						-77.714	162.637					
mc150j	g						-77.714	162.637					
mc151a	g						-77.486	167.187					
mc151b	g						-77.486	167.187					
mc151c	g						-77.486	167.187					
mc151d	g						-77.486	167.187					
mc151e	g						-77.486	167.187					
mc151f	g						-77.486	167.187					
mc152a	g						-77.716	162.645					
mc152b	g						-77.716	162.645					
mc152c	g						-77.716	162.645					
mc152d	g						-77.716	162.645					
mc152e	g						-77.716	162.645					
mc152f	g						-77.716	162.645					
mc152g	g						-77.716	162.645					
mc152h	g						-77.716	162.645					
mc152i	g						-77.716	162.645					
mc152j	g						-77.716	162.645					
mc152k	g						-77.716	162.645					
mc153a	g						-77.76	162.144					
mc153c	g						-77.76	162.144					
mc153d	g						-77.76	162.144					
mc153e	g						-77.76	162.144					
mc153f	g						-77.76	162.144					
mc153g	g						-77.76	162.144					
mc153h	g						-77.76	162.144					
mc153i	g						-77.76	162.144					
mc153j	g						-77.76	162.144					
mc153k	g						-77.76	162.144					
mc153l	g						-77.76	162.144					
mc153m	g						-77.76	162.144					
mc154a	g						-77.719	162.626					
mc154b	g						-77.719	162.626					
mc154c	g						-77.719	162.626					
mc154d	g						-77.719	162.626					
mc154e	g						-77.719	162.626					
mc154f	g						-77.719	162.626					
mc154g	g						-77.719	162.626					
mc154h	g						-77.719	162.626					
mc154i	g						-77.719	162.626					
mc154j	g						-77.719	162.626					
mc155a	g						-77.699	162.253					
mc155b	g						-77.699	162.253					
mc155c	g						-77.699	162.253					
mc155d	g						-77.699	162.253					
mc155e	g						-77.699	162.253					
mc155f	g						-77.699	162.253					
mc155g	g						-77.699	162.253					
mc155h	g						-77.699	162.253					
mc155i	g						-77.699	162.253					
mc155j	g						-77.699	162.253					
mc155k	g						-77.699	162.253					
mc155l	g						-77.699	162.253					
mc155m	g						-77.699	162.253					
mc155n	g						-77.699	162.253					
mc156a	g						-77.705	162.592					
mc156b	g						-77.705	162.592					
mc156c	g						-77.705	162.592					
mc156d	g						-77.705	162.592					
mc156e	g						-77.705	162.592					
mc156f	g						-77.705	162.592					
mc156g	g						-77.705	162.592					
mc156h	g						-77.705	162.592					
mc156i	g						-77.705	162.592					
mc156j	g						-77.705	162.592					
mc157a	g						-77.703	162.264					
mc157b	g						-77.703	162.264					
mc157c	g						-77.703	162.264					
mc157d	g						-77.703	162.264					
mc157e	g						-77.703	162.264					
mc157f	g						-77.703	162.264					
mc157g	g						-77.703	162.264					
mc157h	g						-77.703	162.264					
mc157j	g						-77.703	162.264					
mc157k	g						-77.703	162.264					
mc157l	g						-77.703	162.264					
mc157m	g						-77.703	162.264					
mc157n	g						-77.703	162.264					
mc158a	g						-77.688	162.462					
mc158b	g						-77.688	162.462					
mc158c	g						-77.688	162.462					
mc158d	g						-77.688	162.462					
mc158e	g						-77.688	162.462					
mc158f	g						-77.688	162.462					
mc158g	g						-77.688	162.462					
mc158h	g						-77.688	162.462					
mc158i	g						-77.688	162.462					
mc158j	g						-77.688	162.462					
mc15a	g						-77.47	169.23					
mc15b	g						-77.47	169.23					
mc15c	g						-77.47	169.23					
mc15d	g						-77.47	169.23					
mc15e	g						-77.47	169.23					
mc15f	g						-77.47	169.23					
mc15g	g						-77.47	169.23					
mc15h	g						-77.47	169.23					
mc160a	g						-77.687	162.354					
mc160b	g						-77.687	162.354					
mc160c	g						-77.687	162.354					
mc160d	g						-77.687	162.354					
mc160e	g						-77.687	162.354					
mc160f	g						-77.687	162.354					
mc160g	g						-77.687	162.354					
mc160h	g						-77.687	162.354					
mc160i	g						-77.687	162.354					
mc160j	g						-77.687	162.354					
mc160k	g						-77.687	162.354					
mc160l	g						-77.687	162.354					
mc161a	g						-77.702	162.694					
mc161b	g						-77.702	162.694					
mc161c	g						-77.702	162.694					
mc161d	g						-77.702	162.694					
mc161e	g						-77.702	162.694					
mc161f	g						-77.702	162.694					
mc161g	g						-77.702	162.694					
mc161h	g						-77.702	162.694					
mc161i	g						-77.702	162.694					
mc161j	g						-77.702	162.694					
mc161k	g						-77.702	162.694					
mc162a	g						-77.701	162.69					
mc162b	g						-77.701	162.69					
mc162c	g						-77.701	162.69					
mc162d	g						-77.701	162.69					
mc162e	g						-77.701	162.69					
mc162f	g						-77.701	162.69					
mc162g	g						-77.701	162.69					
mc162h	g						-77.701	162.69					
mc162i	g						-77.701	162.69					
